Name,Height w/o Shoes,Height w/shoes,Weight,Wingspan,Reach,Body Fat,Hand Length,Hand Width,No Step Vert,No Step Vert Reach,Max Vert,Max Vert Reach,Bench,Agility,Sprint,Rank,Drafted
Lee Scruggs - 2001,"6' 10.25""","6' 11.5""",209,"7' 5.75""","9' 2.5""",NA,0,0,23.5,"11' 2""",29.5,"11' 8""",,13.28,3.55,78,No
Daniel Orton - 2010,"6' 8.75""","6' 9.5""",269,"7' 4.25""","9' 2.5""",13.8,8.5,9.75,24,"11' 2.5""",30.5,"11' 9""",13,12.32,3.39,NA,29
Mike Tisdale - 2011,"6' 11.75""",NA,236,"7' 2""","9' 2.5""",NA,0,0,26.5,"11' 5""",NA,NA,NA,11.22,3.55,NA,No
Jeremy Tyler - 2011,"6' 9""","6' 10.5""",262,"7' 5""","9' 2.5""",13.4,9.25,9,28,"11' 6.5""",33.5,"12' 0""",10,11.26,3.29,NA,39
Xavier Gibson - 2012,"6' 10""","6' 11.5""",267,"7' 3.25""","9' 2.5""",16.2,9.5,0,27,"11' 5.5""",28,"11' 6.5""",8,12.19,3.38,NA,No
Abdoulaye Loum - 2012,"6' 9.25""","6' 10""",208,"7' 3""","9' 2.5""",NA,0,0,27.5,"11' 6""",30,"11' 8.5""",NA,13.36,3.53,NA,No
Sertac Sanli - 2012,"6' 10.75""","7' 0""",262,"7' 3.25""","9' 2.5""",NA,0,0,18.5,"10' 9""",24.5,"11' 3""",NA,12.61,3.93,NA,No
Jeff Withey - 2013,"6' 10.75""","7' 0.5""",222,"7' 2""","9' 2.5""",8.7,9,9.75,26.5,"11' 5""",29,"11' 7.5""",10,12.49,3.47,NA,39
Clint Capela - 2013,"6' 9.5""","6' 10.5""",211,"7' 3.5""","9' 2.5""",NA,0,0,27.5,"11' 6""",31.5,"11' 10""",NA,11.75,3.3,NA,25
Jessie Govan - 2013,NA,"6' 10""",268,"7' 4""","9' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Clint Capela - 2014,NA,"6' 11""",222,"7' 4.5""","9' 2.5""",NA,9.63,10,NA,NA,NA,NA,NA,NA,NA,NA,25
Jahlil Okafor - 2014,NA,"6' 10.75""",272,"7' 5""","9' 2.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Daniel Miller - 2014,"6' 10.75""","6' 11.75""",267,"7' 2""","9' 2.5""",13.8,9,9.25,26,"11' 4.5""",30.5,"11' 9""",18,12.62,3.49,NA,No
Phillip Neumann - 2014,"6' 9.5""","6' 10.5""",234,"7' 3.75""","9' 2.5""",NA,0,0,26.5,"11' 5""",27,"11' 5.5""",NA,11.92,3.53,NA,No
Damonte Dodd - 2012,"6' 8.25""",NA,232,"7' 0.75""","9' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Chase Jeter - 2015,"6' 9""","6' 10""",239,"7' 1.5""","9' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Rakeem Christmas - 2015,"6' 8.25""","6' 9.75""",243,"7' 5.25""","9' 2.5""",9.6,9.25,0,29,"11' 7.5""",NA,NA,9,11.57,3.47,NA,36
Cady Lalanne - 2015,"6' 8.25""",NA,241,"7' 5""","9' 2.5""",NA,0,0,28.5,"11' 7""",NA,NA,NA,12.58,3.57,NA,55
Mouhammadou Jaiteh - 2015,"6' 9.5""","6' 10.5""",247,"7' 3.25""","9' 2.5""",9.9,9,9.25,24.5,"11' 3""",31.5,"11' 10""",7,12.05,3.38,NA,No
Alpha Kaba - 2015,"6' 8.5""","6' 10""",226,"7' 5.25""","9' 2.5""",NA,0,0,26.5,"11' 5""",30,"11' 8.5""",NA,12.75,3.6,NA,No
Jarrett Allen - 2016,NA,"6' 10.5""",227,"7' 5.5""","9' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Thon Maker - 2016,"6' 11.75""","7' 0.75""",216,"7' 3""","9' 2.5""",6.1,8.75,9.5,32,"11' 10.5""",36.5,"12' 3""",NA,11.15,3.33,NA,No
Robb Dryden - 2001,"7' 1""","7' 2""",241,"7' 2.5""","9' 2.25""",NA,0,0,27,"11' 5.25""",30,"11' 8.25""",8,12.47,3.46,73,No
Darryl Watkins - 2007,"6' 8.75""","6' 10.25""",241,"7' 3""","9' 2""",6.9,0,0,26.5,"11' 4.5""",31,"11' 9""",14,11.65,3.56,60,No
Spencer Hawes - 2007,"6' 10.5""","7' 0.75""",244,"7' 0.5""","9' 2""",13,0,0,26,"11' 4""",29,"11' 7""",9,11.88,3.51,72,10
Kevin Durant - 2007,"6' 9""","6' 10.25""",215,"7' 4.75""","9' 2""",6.6,0,0,26,"11' 4""",33.5,"11' 11.5""",,12.33,3.45,78,2
LaMarcus Aldridge - 2006,"6' 10""","6' 11.25""",234,"7' 4.75""","9' 2""",8.7,0,0,26.5,"11' 4.5""",34,"12' 0""",8,12.02,3.43,68,2
+ Andrea Bargnani - 2006,"7' 0""","7' 1.25""",249,NA,"9' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
Sasha Kaun - 2008,"6' 9""","6' 10.75""",247,"7' 6""","9' 2""",9.6,0,0,29,"11' 7""",32,"11' 10""",13,12.06,3.2,NA,56
Elton Brand - 1999,"6' 8.25""","6' 9.5""",260,"7' 5.5""","9' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
Evan Eschmeyer - 1999,"6' 11.5""",NA,261,"7' 1""","9' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,34
Nemanja Aleksandrov - 2005,"6' 10""","7' 0""",221,"6' 11""","9' 2""",NA,0,0,NA,NA,NA,NA,5,NA,NA,81,No
Marcin Gortat - 2005,"6' 11""","7' 0""",225,"7' 3.5""","9' 2""",NA,0,0,29.5,"11' 7.5""",36,"12' 2""",18,11.48,3.33,17,57
Al Jefferson - 2004,"6' 8.5""","6' 9.75""",263,"7' 2.5""","9' 2""",NA,0,0,28.5,"11' 6.5""",30,"11' 8""",3,13.08,3.29,68,15
James Lang - 2003,"6' 8.25""","6' 9.25""",316,"7' 6.25""","9' 2""",21.4,0,0,24.5,"11' 2.5""",32,"11' 10""",8,14.01,3.55,74,48
Tyson Chandler - 2001,"6' 11.5""","7' 0.5""",224,"7' 3""","9' 2""",NA,0,0,31,"11' 9""",33.5,"11' 11.5""",2,12.13,3.36,68,2
Jason Collins - 2001,"6' 10.25""","6' 11.5""",251,"7' 4.5""","9' 2""",NA,0,0,25.5,"11' 3.5""",28.5,"11' 6.5""",8,12.1,3.54,74,18
Eddie Griffin - 2001,"6' 9.25""","6' 10.25""",222,"7' 3""","9' 2""",NA,0,0,26.5,"11' 4.5""",33,"11' 11""",3,11.77,3.21,58,7
Primoz Brezec - 2000,"7' 0.75""","7' 1.5""",243,"7' 2""","9' 2""",NA,0,0,26,"11' 4""",29.5,"11' 7.5""",NA,11.53,3.55,58,27
Jameel Watkins - 2000,"6' 9.5""","6' 10.75""",245,"7' 6""","9' 2""",NA,0,0,28,"11' 6""",30.5,"11' 8.5""",11,12.38,3.45,52,No
Austin Daye - 2009,"6' 9.75""","6' 10.75""",192,"7' 2.75""","9' 2""",5.5,0,0,25,"11' 3""",28,"11' 6""",,12.11,3.55,NA,15
Jordan Eglseder - 2010,"6' 10.5""",NA,285,"7' 2.75""","9' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ryan Richards - 2010,"6' 10.5""","6' 11.75""",230,"7' 1.5""","9' 2""",8,9,9.75,25,"11' 3""",28.5,"11' 6.5""",4,11.33,3.37,NA,49
Derrick Favors - 2010,"6' 8.75""","6' 10.25""",245,"7' 4""","9' 2""",6.5,8.75,9.25,31.5,"11' 9.5""",35.5,"12' 1.5""",14,11.74,3.25,NA,3
Kyle O'Quinn - 2012,"6' 8.5""","6' 9.5""",242,"7' 4.75""","9' 2""",12,9.88,0,30,"11' 8""",30,"11' 8""",11,11.57,3.53,NA,49
Fab Melo - 2012,"6' 10.75""","7' 0""",255,"7' 2.5""","9' 2""",9.2,9,10,29.5,"11' 7.5""",31,"11' 9""",9,12.14,3.44,NA,22
Patrick Patterson - 2007,NA,"6' 8.5""",NA,"7' 2""","9' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,14
Elmedin Kikanovic - 2009,"6' 9.75""","6' 11""",221,"6' 11.75""","9' 2""",NA,0,0,24,"11' 2""",25,"11' 3""",NA,NA,3.8,NA,No
Henk Norel - 2009,"6' 11""","6' 11.75""",236,"7' 1""","9' 2""",NA,0,0,24,"11' 2""",27,"11' 5""",NA,NA,4.01,NA,47
Colton Iverson - 2013,"6' 10.5""","7' 0""",263,"7' 2""","9' 2""",9.6,9.25,9.5,NA,NA,NA,NA,12,NA,NA,NA,53
Ryan Kelly - 2013,"6' 9.75""","6' 11.75""",228,"6' 11.5""","9' 2""",14.8,9,10,NA,NA,NA,NA,NA,NA,NA,NA,48
Nerlens Noel - 2013,"6' 10""","6' 11.75""",206,"7' 3.75""","9' 2""",4.2,9.5,10,NA,NA,NA,NA,NA,NA,NA,NA,6
Vitalis Chikoko - 2013,"6' 8.5""","6' 9.5""",219,"7' 4""","9' 2""",NA,0,0,27,"11' 5""",27.5,"11' 5.5""",NA,11.89,3.33,NA,No
Doral Moore - 2013,NA,"6' 11""",224,"7' 2""","9' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Diamond Stone - 2013,NA,"6' 10""",252,"7' 4""","9' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Eric Moreland - 2014,"6' 9""","6' 10.25""",224,"7' 3.5""","9' 2""",7.9,10.5,12,NA,NA,NA,NA,NA,NA,NA,NA,No
Jessie Govan - 2014,"6' 9.75""","6' 10.5""",261,"7' 4""","9' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Willie Cauley Stein - 2014,"6' 11.25""","7' 0.25""",240,"7' 2""","9' 2""",6.4,9.25,9.5,31,"11' 9""",37,"12' 3""",19,10.45,3.15,NA,6
Adonis Delarosa - 2012,"6' 9.5""",NA,317,"7' 1.25""","9' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Maurice Sutton - 2015,"6' 9.5""","6' 10.75""",227,"7' 2.5""","9' 2""",NA,0,0,26,"11' 4""",33,"11' 11""",NA,12.13,3.46,NA,No
Ralph Sampson - 2015,"6' 8.75""","6' 10""",259,"7' 2""","9' 2""",NA,0,0,24,"11' 2""",28,"11' 6""",NA,12.03,3.44,NA,No
Kevon Looney - 2015,"6' 8""","6' 9.25""",222,"7' 3.5""","9' 2""",11.9,9.5,9.25,NA,NA,NA,NA,NA,NA,NA,NA,30
Austin Wiley - 2015,"6' 8""","6' 9.5""",241,"7' 4""","9' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ryan Hollins - 2015,"7' 0""","7' 1""",245,"7' 2""","9' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Anthony Randolph - 2015,"6' 10""","7' 0""",230,"7' 3""","9' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Adrian Diaz - 2016,"6' 10.5""","7' 0""",224,"7' 0.5""","9' 2""",NA,0,0,26,"11' 4""",NA,NA,NA,11.49,3.38,NA,No
Nnanna Egwu - 2016,"6' 10.5""","6' 11.5""",245,"7' 1""","9' 2""",NA,0,0,25.5,"11' 3.5""",28,"11' 6""",NA,12.24,3.62,NA,No
Raphiael Putney - 2016,"6' 8.5""","6' 9.5""",177,"7' 4""","9' 2""",NA,0,0,26.5,"11' 4.5""",32,"11' 10""",NA,11.81,3.36,NA,No
Chris Obekpa - 2015,"6' 7.75""","6' 9""",222,"7' 5""","9' 2""",2.9,9.25,9.25,29,"11' 7""",34,"12' 0""",2,10.82,3.2,NA,No
Vladimir Stimac - 2008,NA,"6' 9.75""",276,"7' 0.5""","9' 2""",NA,0,0,21,"10' 11""",25,"11' 3""",NA,NA,NA,NA,No
Giorgi Shermadini - 2008,NA,"7' 0.5""",245,"7' 0.5""","9' 2""",NA,0,0,27,"11' 5""",32,"11' 10""",NA,NA,NA,NA,No
Boris Bojanovski - 2016,"7' 0.5""","7' 2""",240,"7' 1""","9' 2""",NA,0,0,22.5,"11' 0.5""",28,"11' 6""",NA,12.78,3.88,NA,No
Volodimir Markovetskiyy - 2016,"6' 11.75""","7' 0.75""",210,"7' 2""","9' 2""",NA,0,0,23,"11' 1""",28.5,"11' 6.5""",NA,13.14,3.68,NA,No
Austin Wiley - 2016,NA,"6' 9""",250,"7' 4.5""","9' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Mitchell Robinson - 2016,NA,"6' 11""",215,"7' 2.5""","9' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Sacha Killeya-Jones - 2016,"6' 9""","6' 10""",229,"7' 2""","9' 2""",NA,9.5,11,33,"11' 11""",37,"12' 3""",7,10.98,NA,NA,No
Sarra Camara - 2010,"6' 7.92""","6' 9.10""",223,"7' 1.04""","9' 1.84""",NA,0,0,23.6,"11' 1.44""",30.3,"11' 8.14""",NA,NA,NA,NA,No
Jermareo Davidson - 2007,"6' 9.5""","6' 11""",230,"7' 4""","9' 1.5""",6.9,0,0,27,"11' 4.5""",30,"11' 7.5""",7,12.63,3.53,77,36
Othello Hunter - 2008,"6' 6.5""","6' 7.5""",220,"7' 3""","9' 1.5""",6.4,0,0,28,"11' 5.5""",34.5,"12' 0""",7,11.51,3.18,NA,No
DeVon Hardin - 2008,"6' 9.5""","6' 10.75""",235,"7' 3""","9' 1.5""",5.8,0,0,29.5,"11' 7""",32,"11' 9.5""",20,11.49,3.33,NA,50
David Padgett - 2008,"6' 10.25""","6' 11.5""",240,"7' 1""","9' 1.5""",9,0,0,24,"11' 1.5""",28,"11' 5.5""",17,12.45,3.45,NA,No
Aleks Maric - 2008,"6' 9.75""","6' 10.75""",273,"7' 1""","9' 1.5""",10.1,0,0,23,"11' 0.5""",28,"11' 5.5""",15,11.76,3.35,NA,No
Longar Longar - 2008,"6' 9""","6' 10""",213,"7' 1.5""","9' 1.5""",10.6,0,0,NA,NA,NA,NA,14,NA,NA,NA,No
Ersan Ilyasova - 2005,"6' 7.75""","6' 9""",209,"7' 1.25""","9' 1.5""",NA,0,0,22,"10' 11.5""",30,"11' 7.5""",2,11.59,3.56,74,36
Sergei Lishouk - 2004,"6' 10.25""","6' 11.5""",244,"7' 0""","9' 1.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,82,49
Tiago Splitter - 2004,"6' 10.25""","6' 11.75""",233,"7' 2""","9' 1.5""",NA,0,0,26,"11' 3.5""",31.5,"11' 9""",8,11.65,3.38,52,28
Nate Williams - 2004,"6' 8.5""","6' 10""",240,"7' 1.5""","9' 1.5""",NA,0,0,23.5,"11' 1""",26,"11' 3.5""",1,12.6,3.35,72,No
Trevor Harvey - 2003,"6' 9.5""","6' 10.5""",245,"7' 1""","9' 1.5""",10.5,0,0,29.5,"11' 7""",32,"11' 9.5""",11,11.85,3.32,52,No
Jerry Holman - 2003,"6' 8.75""","6' 9.75""",232,"7' 3.25""","9' 1.5""",6,0,0,33,"11' 10.5""",37.5,"12' 3""",11,11.54,3.24,23,No
Sani Ibrahim - 2003,"6' 8.5""","6' 9.5""",229,"7' 1""","9' 1.5""",9.3,0,0,26,"11' 3.5""",30.5,"11' 8""",12,13.02,3.4,67,No
Will McDonald - 2003,"6' 9.5""","6' 10""",258,"7' 3.5""","9' 1.5""",13.6,0,0,25,"11' 2.5""",32.5,"11' 10""",17,11.83,3.42,48,No
Marvin Stone - 2003,"6' 9.5""","6' 10.5""",261,"7' 3.5""","9' 1.5""",17.4,0,0,25.5,"11' 3""",27.5,"11' 5""",9,12.1,3.5,69,No
Robert Archibald - 2002,"6' 10""","6' 11""",250,"6' 11.75""","9' 1.5""",NA,0,0,24,"11' 1.5""",27.5,"11' 5""",10,11.34,3.33,56,31
Sylvere Bryan - 2002,"6' 9""",NA,226,"7' 4.5""","9' 1.5""",NA,0,0,28.5,"11' 6""",29.5,"11' 7""",13,12.03,3.2,35,No
Kevin Lyde - 2002,"6' 8.75""","6' 9.25""",278,"7' 2""","9' 1.5""",NA,0,0,27.5,"11' 5""",30.5,"11' 8""",13,12.97,3.36,60,No
Ken Johnson - 2001,"6' 10.75""","6' 11""",227,"7' 4""","9' 1.5""",NA,0,0,32.5,"11' 10""",35,"12' 0.5""",13,11.27,3.12,13,48
Ernest Brown - 2000,"6' 10""","6' 11.25""",223,"7' 1.25""","9' 1.5""",NA,0,0,NA,NA,NA,NA,2,NA,NA,63,52
Jabari Smith - 2000,"6' 9.75""","6' 11""",241,"7' 2.5""","9' 1.5""",NA,0,0,24.5,"11' 2""",30,"11' 7.5""",15,12.45,3.43,45,45
Earl Clark - 2009,"6' 8.5""","6' 10.25""",228,"7' 2.5""","9' 1.5""",5.2,0,0,28.5,"11' 6""",33,"11' 10.5""",5,11.17,3.35,NA,14
Keith Gallon - 2010,"6' 8.5""","6' 9.5""",302,"7' 4.5""","9' 1.5""",15.1,9.25,10.5,23.5,"11' 1""",28.5,"11' 6""",14,13.44,3.7,NA,47
Artsiom Parakhouski - 2010,"6' 10.25""","6' 11.75""",268,"7' 1""","9' 1.5""",6,9,10.5,25.5,"11' 3""",26.5,"11' 4""",16,12.07,3.33,NA,36
Jarvis Varnado - 2010,"6' 8.25""","6' 10""",210,"7' 3.5""","9' 1.5""",9.5,9.25,9.5,29.5,"11' 7""",32.5,"11' 10""",3,11.61,3.37,NA,41
Keith Benson - 2011,"6' 10""","6' 11""",217,"7' 3.75""","9' 1.5""",6.1,9.5,11,31.5,"11' 9""",36,"12' 1.5""",12,11.88,3.35,NA,48
Enes Kanter - 2011,"6' 9.75""","6' 11.25""",259,"7' 1.5""","9' 1.5""",5.9,9.5,10.75,26,"11' 3.5""",32.5,"11' 10""",14,11.3,3.26,NA,3
Nerlens Noel - 2012,"6' 10""","6' 11""",216,"7' 4""","9' 1.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
Renardo Sidney - 2012,"6' 8.5""","6' 9.5""",304,"7' 4.5""","9' 1.5""",22.4,10.25,0,30,"11' 7.5""",31,"11' 8.5""",14,13.22,3.55,NA,No
Andre Drummond - 2012,"6' 9.75""","6' 11.75""",279,"7' 6.25""","9' 1.5""",7.5,9.5,9.5,31.5,"11' 9""",33.5,"11' 11""",10,10.83,3.39,NA,9
Maik Zirbes - 2012,"6' 8.75""","6' 10""",252,"7' 3.5""","9' 1.5""",NA,0,0,22,"10' 11.5""",26,"11' 3.5""",NA,12.18,3.65,NA,No
Bogdan Radosavljevic - 2012,"6' 11.25""","7' 0.5""",297,"7' 1""","9' 1.5""",NA,0,0,22.5,"11' 0""",25.5,"11' 3""",NA,12.87,3.68,NA,No
Tony Woods - 2013,"6' 9.5""",NA,239,"7' 2""","9' 1.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Steven Adams - 2013,"6' 10.75""","7' 0""",255,"7' 4.5""","9' 1.5""",6.7,9.5,11,28.5,"11' 6""",33,"11' 10.5""",16,11.85,3.4,NA,12
A.J. Matthews - 2013,"6' 9.5""","6' 11""",213,"7' 3.5""","9' 1.5""",4.6,8.5,10,28,"11' 5.5""",33,"11' 10.5""",13,12.42,3.44,NA,No
Diamond Stone - 2012,"6' 8.5""","6' 9.5""",259,"7' 3""","9' 1.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jessie Govan - 2012,"6' 8.5""","6' 9.5""",255,"7' 3""","9' 1.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Diamond Stone - 2013,"6' 9""","6' 10""",250,"7' 3""","9' 1.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Henry Ellenson - 2013,"6' 8""","6' 9""",245,"7' 1.5""","9' 1.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jusuf Nurkic - 2013,"6' 10""","6' 11.5""",280,"7' 2""","9' 1.5""",NA,0,0,21,"10' 10.5""",23,"11' 0.5""",NA,12.95,3.51,NA,16
Mike Tobey - 2013,"6' 11""","7' 0""",244,"7' 0.5""","9' 1.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ivan Rabb - 2013,NA,"6' 9.5""",206,"7' 2""","9' 1.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kevon Looney - 2013,NA,"6' 9.5""",209,"7' 3""","9' 1.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,30
Myles Turner - 2014,NA,"6' 11.5""",242,"7' 3.75""","9' 1.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
Alex Kirk - 2014,"6' 9.25""","6' 10.75""",252,"7' 3.5""","9' 1.5""",13.6,9.25,10.5,28.5,"11' 6""",31.5,"11' 9""",NA,11.2,3.48,NA,No
Austin Wiley - 2014,"6' 7.5""","6' 8.5""",233,"7' 3""","9' 1.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Dakari Johnson - 2014,"6' 11.25""","7' 0.25""",255,"7' 0.25""","9' 1.5""",10.5,8.75,11,28.5,"11' 6""",34,"11' 11.5""",16,11.42,3.45,NA,48
Jonathan Motley - 2012,"6' 7.5""",NA,200,"7' 3.5""","9' 1.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Brandon Ingram - 2015,"6' 8""","6' 9.5""",196,"7' 3""","9' 1.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Cliff Alexander - 2015,"6' 7.25""","6' 8.5""",239,"7' 3.5""","9' 1.5""",5.8,9.5,10.25,NA,NA,NA,NA,NA,NA,NA,NA,No
Frank Kaminsky - 2015,"6' 11.75""","7' 0.75""",231,"6' 11""","9' 1.5""",9.4,8.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,9
Kaleb Wesson - 2015,"6' 8""","6' 9""",290,"7' 2""","9' 1.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Sergiy Zagreba - 2015,"6' 11""","7' 0""",233,"7' 1""","9' 1.5""",NA,0,0,22.5,"11' 0""",26,"11' 3.5""",NA,11.9,3.76,NA,No
Zoran Nikolic - 2015,"6' 10.5""","6' 11.5""",233,"7' 1.75""","9' 1.5""",NA,0,0,22.5,"11' 0""",26.5,"11' 4""",NA,12.71,3.58,NA,No
Chinanu Onuaku - 2015,"6' 9.25""","6' 10""",246,"7' 2.5""","9' 1.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Dewan Huell - 2015,"6' 9""",NA,213,"7' 0.5""","9' 1.5""",NA,0,0,26.5,"11' 4""",34,"11' 11.5""",NA,0,3.41,NA,No
Iran Bennett - 2015,"6' 7.5""",NA,355,"7' 3""","9' 1.5""",NA,0,0,18.5,"10' 8""",27,"11' 4.5""",NA,14.16,3.65,NA,No
Bul Ajang - 2015,"6' 7""",NA,216,"7' 0.5""","9' 1.5""",NA,0,0,20.5,"10' 10""",26.5,"11' 4""",NA,13.29,3.58,NA,No
Jameel McKay - 2016,"6' 8""","6' 9""",210,"7' 3.5""","9' 1.5""",NA,0,0,25,"11' 2.5""",NA,NA,NA,11.99,3.41,NA,No
Jordan Bachynski - 2016,"7' 1.5""","7' 2.5""",256,"7' 4""","9' 1.5""",NA,0,0,30,"11' 7.5""",32,"11' 9.5""",NA,12.75,3.64,NA,No
Leon Kratzer - 2016,"6' 9.75""","6' 10.75""",249,"7' 2""","9' 1.5""",NA,0,0,26,"11' 3.5""",30.5,"11' 8""",NA,12.96,3.48,NA,No
Zoran Nikolic - 2016,"6' 10.5""","6' 11.75""",250,"7' 2""","9' 1.5""",NA,0,0,23.5,"11' 1""",28.5,"11' 6""",NA,13.33,3.54,NA,No
Jordan Sakho - 2016,"6' 8.5""","6' 9.75""",235,"7' 3.5""","9' 1.5""",NA,0,0,28.5,"11' 6""",29,"11' 6.5""",NA,13.21,3.5,NA,No
George Tsalmpouris - 2016,"7' 0.5""","7' 1.5""",230,"7' 0.5""","9' 1.5""",NA,0,0,26.5,"11' 4""",27.5,"11' 5""",NA,12.94,3.65,NA,No
"Jaren Jackson, Jr. - 2016",NA,"6' 10""",225,"7' 3""","9' 1.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jarrett Allen - 2016,NA,"6' 10.75""",224,"7' 5.5""","9' 1.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Brandon McCoy - 2016,NA,"6' 11""",244,"7' 0""","9' 1.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Bangaly Fofana - 2011,"6' 11.07""","7' 0.25""",214,"7' 4.98""","9' 1.45""",3.8,0,0,26.7,"11' 4.15""",32.4,"11' 9.85""",NA,NA,3.25,NA,No
Curtis Kelly - 2011,"6' 6.75""",NA,239,"7' 4""","9' 1.25""",NA,0,0,25.5,"11' 2.75""",NA,NA,NA,12.52,3.45,NA,No
Justin Hamilton - 2012,"6' 9.75""","6' 11.25""",264,"7' 1.5""","9' 1.25""",15.5,10.75,0,26.8,"11' 4.05""",28.8,"11' 6.05""",15,12.4,3.72,NA,45
Ivan Rabb - 2013,"6' 8""","6' 9""",202,"7' 1""","9' 1.25""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Chase Jeter - 2014,"6' 9""","6' 10""",230,"7' 1.5""","9' 1.25""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Major Wingate - 2007,"6' 8.5""","6' 10.75""",242,"7' 4""","9' 1""",6.7,0,0,27.5,"11' 4.5""",30.5,"11' 7.5""",15,12.14,3.47,59,No
Solomon Jones - 2006,"6' 8.5""","6' 9.75""",224,"7' 4""","9' 1""",7.4,0,0,32,"11' 9""",39,"12' 4""",6,11.27,3.3,41,33
Aaron Gray - 2006,"7' 0""","7' 1""",280,"7' 3""","9' 1""",15,0,0,26.5,"11' 3.5""",30.5,"11' 7.5""",17,12.63,3.71,75,49
Hilton Armstrong - 2006,"6' 9.5""","6' 10.25""",240,"7' 4""","9' 1""",6.3,0,0,28.5,"11' 5.5""",31.5,"11' 8.5""",13,12.28,3.53,67,12
Frans Steyn - 2006,"7' 1.25""","7' 2.5""",280,"7' 4.25""","9' 1""",12.8,0,0,28.5,"11' 5.5""",29.5,"11' 6.5""",NA,11.67,3.38,78,No
Justin Williams - 2006,"6' 7.25""","6' 8.75""",211,"7' 1.5""","9' 1""",6.5,0,0,26.5,"11' 3.5""",31.5,"11' 8.5""",7,11.9,3.31,63,No
Jiri Hubalek - 2008,"6' 9.5""","6' 11""",226,"6' 10.75""","9' 1""",8.8,0,0,20.5,"10' 9.5""",26,"11' 3""",2,12.26,3.54,NA,No
Chris Daniels - 2008,"6' 8.25""","6' 9.5""",256,"7' 0.5""","9' 1""",16.1,0,0,26,"11' 3""",28.5,"11' 5.5""",11,12.72,3.56,NA,No
Anthony Randolph - 2008,"6' 9""","6' 10.25""",197,"7' 3""","9' 1""",4.7,0,0,29,"11' 6""",35,"12' 0""",7,11.86,3.26,NA,14
Ike Diogu - 2005,"6' 6.5""","6' 8""",255,"7' 3.5""","9' 1""",NA,0,0,28,"11' 5""",31,"11' 8""",21,11.94,3.45,39,9
Chris Taft - 2005,"6' 8.5""","6' 9.5""",261,"7' 1.75""","9' 1""",NA,0,0,28.5,"11' 5.5""",33,"11' 10""",14,11.26,3.27,25,42
Charlie Villanueva - 2005,"6' 9""","6' 9.5""",237,"7' 0.25""","9' 1""",NA,0,0,26,"11' 3""",31,"11' 8""",11,10.86,3.3,42,7
